EEP          log10_isochrone_age_yr                    initial_mass                       star_mass                       star_mdot                    he_core_mass                     c_core_mass                           log_L                          log_LH                         log_LHe                        log_Teff                           log_R                           log_g                      surface_h1                     surface_he3                     surface_he4                     surface_c12                     surface_o16                    log_center_T                  log_center_Rho                    center_gamma                       center_h1                      center_he4                      center_c12                           phase
  282         6.0000000000000000E+000         1.3932655154064511E+001         1.3928456598004606E+001        -3.3029731432678334E-009         0.0000000000000000E+000         0.0000000000000000E+000         4.1911072395464259E+000         4.1913591994871391E+000        -2.8644811432424607E+001         4.4687470520901842E+000         6.8073666777495778E-001         4.2205026910266135E+000         7.1540761408131248E-001         6.6324981020199399E-005         2.7024087402827984E-001         2.4964435486417367E-003         6.1086597567526196E-003         7.5368161045747080E+000         8.5036153259354541E-001         1.4153743524218889E-002         6.9256707538578355E-001         2.9312383036586093E-001         3.7834469510858215E-005         0.0000000000000000E+000
  283         6.0000000000000000E+000         1.4256948769236464E+001         1.4252121022734222E+001        -3.9211095165847936E-009         0.0000000000000000E+000         0.0000000000000000E+000         4.2206197323668615E+000         4.2207786362270845E+000        -2.8563855731674298E+001         4.4730547569859436E+000         6.8687750439365658E-001         4.2180716877673614E+000         7.1540745127423089E-001         6.6325283623799644E-005         2.7024103112037234E-001         2.4964444741846737E-003         6.1086621877914117E-003         7.5384096592808341E+000         8.4019902961161108E-001         1.3998710569794501E-002         6.9168520122343935E-001         2.9401545073785951E-001         3.8435329157965824E-005         0.0000000000000000E+000
  284         6.0000000000000000E+000         1.4543356079173879E+001         1.4537926763054337E+001        -4.5073389490402669E-009         0.0000000000000000E+000         0.0000000000000000E+000         4.2461946467125795E+000         4.2463358956107022E+000        -2.8493243523110429E+001         4.4767774474162820E+000         6.9221958070583867E-001         4.2159542907645813E+000         7.1540730908183348E-001         6.6325563873901293E-005         2.7024116830762490E-001         2.4964452542553771E-003         6.1086643081379871E-003         7.5397973321422409E+000         8.3143171851391984E-001         1.3865792675533575E-002         6.9089659292106931E-001         2.9481249316485614E-001         3.8954175263039623E-005         0.0000000000000000E+000
  285         6.0000000000000000E+000         1.4867911494060566E+001         1.4861756596913956E+001        -5.1752838455388672E-009         0.0000000000000000E+000         0.0000000000000000E+000         4.2752036879855666E+000         4.2752521263923899E+000        -2.8413152143217165E+001         4.4809937166302145E+000         6.9829156291446637E-001         4.2135170428989506E+000         7.1540713040751558E-001         6.6325891720923514E-005         2.7024134071072337E-001         2.4964461954482494E-003         6.1086669715995304E-003         7.5413689100512782E+000         8.2149192312576846E-001         1.3715277400560100E-002         6.8997560031915572E-001         2.9574300178182489E-001         3.9551131031660221E-005         0.0000000000000000E+000
  286         6.0000000000000000E+000         1.5196167767996551E+001         1.5189167505207791E+001        -6.0105598340295705E-009         0.0000000000000000E+000         0.0000000000000000E+000         4.3031126501598882E+000         4.3034949880860687E+000        -2.8334201801638862E+001         4.4850727439279607E+000         7.0408798940613559E-001         4.2113602045015677E+000         7.1540698195927677E-001         6.6326200826883391E-005         2.7024148393341640E-001         2.4964468868493624E-003         6.1086691734534310E-003         7.5429169182918834E+000         8.1205287263521087E-001         1.3573176721974226E-002         6.8911259611554021E-001         2.9661451554003665E-001         4.0104411851556996E-005         0.0000000000000000E+000
  287         6.0000000000000000E+000         1.5525132368160254E+001         1.5517185460684033E+001        -6.9583859910231365E-009         0.0000000000000000E+000         0.0000000000000000E+000         4.3302339901519549E+000         4.3302127293783048E+000        -2.8260008197406872E+001         4.4889989088808386E+000         7.0979632949641380E-001         4.2091420200142391E+000         7.1540685260451775E-001         6.6326483201174807E-005         2.7024160873876057E-001         2.4964473724817466E-003         6.1086710809967271E-003         7.5443760597551108E+000         8.0285769300453591E-001         1.3438361147386594E-002         6.8823923750224369E-001         2.9749636759632370E-001         4.0644609763586465E-005         0.0000000000000000E+000
  288         6.0000000000000000E+000         1.5843765138628969E+001         1.5834845933367632E+001        -7.8841908372871969E-009         0.0000000000000000E+000         0.0000000000000000E+000         4.3564801839956013E+000         4.3567184460477106E+000        -2.8185746960214143E+001         4.4928225955113392E+000         7.1527205315723430E-001         4.2070988909562788E+000         7.1540671399953748E-001         6.6326738166547013E-005         2.7024174250159866E-001         2.4964477905514209E-003         6.1086731249399770E-003         7.5458289967030598E+000         7.9404358293575572E-001         1.3307559820172420E-002         6.8737766970761216E-001         2.9836604981784481E-001         4.1170282370540348E-005         0.0000000000000000E+000
  289         6.0000000000000000E+000         1.6194669283552315E+001         1.6184532889500353E+001        -9.0955784809849694E-009         0.0000000000000000E+000         0.0000000000000000E+000         4.3841789785972631E+000         4.3840364881763945E+000        -2.8109904049401280E+001         4.4967890813009346E+000         7.2118847887887649E-001         4.2047433550229298E+000         7.1540656579722450E-001         6.6326974259170289E-005         2.7024188554642437E-001         2.4964479846498579E-003         6.1086753048628312E-003         7.5473176376923243E+000         7.8469008572992427E-001         1.3172728016822958E-002         6.8643223570036249E-001         2.9932018039250474E-001         4.1738724715382716E-005         0.0000000000000000E+000
  290         6.0000000000000000E+000         1.6563644401448514E+001         1.6552086328450414E+001        -1.0539049797901608E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.4122389200327037E+000         4.4120630455438956E+000        -2.8031380414512668E+001         4.5008003093203746E+000         7.2719599355771569E-001         4.2024121447851046E+000         7.1540641212771117E-001         6.6327154082975861E-005         2.7024203389442114E-001         2.4964477923966038E-003         6.1086775577117326E-003         7.5488575490732845E+000         7.7532781408169338E-001         1.3038065223065672E-002         6.8550027517831424E-001         3.0026022030605976E-001         4.2295127262205779E-005         0.0000000000000000E+000
  291         6.0000000000000000E+000         1.6973909064141740E+001         1.6960673925113593E+001        -1.2159761750992093E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.4435251934428912E+000         4.4431785181047880E+000        -2.7943915499678408E+001         4.5052580431707598E+000         7.3392366256203934E-001         4.1997221963670777E+000         7.1540622701126311E-001         6.6327226239830720E-005         2.7024221268962706E-001         2.4964469781181423E-003         6.1086802544241450E-003         7.5505681684606794E+000         7.6491842133559518E-001         1.2888665822197901E-002         6.8440687828437297E-001         3.0136288942770023E-001         4.2918168633538684E-005         0.0000000000000000E+000
  292         6.0000000000000000E+000         1.7449431707346641E+001         1.7433883280721648E+001        -1.4568396703812456E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.4772149037673117E+000         4.4776218339772589E+000        -2.7847501767204058E+001         4.5100465056779271E+000         7.4119159270991397E-001         4.1969824025721669E+000         7.1540605541100921E-001         6.6326995375748542E-005         2.7024237861221023E-001         2.4964444593853635E-003         6.1086826703173058E-003         7.5524483217689173E+000         7.5382305395316518E-001         1.2732530023935602E-002         6.8311800410353785E-001         3.0266238259397849E-001         4.3631723285745983E-005         0.0000000000000000E+000
  293         6.0000000000000000E+000         1.7878320013132008E+001         1.7860549425971307E+001        -1.6781583517520157E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.5075690097083783E+000         4.5072364056770562E+000        -2.7764713818480221E+001         4.5143035391386244E+000         7.4785457875905448E-001         4.1942576103396858E+000         7.1540589329403059E-001         6.6326471089499985E-005         2.7024253553047906E-001         2.4964404932255081E-003         6.1086848616231605E-003         7.5540697192317614E+000         7.4370093479957833E-001         1.2593101746223165E-002         6.8192914691693662E-001         3.0386061159396260E-001         4.4261854009472428E-005         0.0000000000000000E+000
  294         6.0000000000000000E+000         1.8341376777761315E+001         1.8320868938557901E+001        -1.9640276854644413E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.5387338777439652E+000         4.5385268585648424E+000        -2.7677397216283904E+001         4.5186927241125776E+000         7.5465864282894191E-001         4.1916324762188282E+000         7.1540575246852156E-001         6.6325493005707736E-005         2.7024267212719494E-001         2.4964339125109259E-003         6.1086865270803814E-003         7.5557699130044238E+000         7.3346391221058638E-001         1.2453451798728952E-002         6.8062848745063720E-001         3.0517147669068112E-001         4.4941067696113745E-005         0.0000000000000000E+000
  295         6.0000000000000000E+000         1.8734426706545062E+001         1.8711388119850284E+001        -2.2224510547386034E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.5645986226024737E+000         4.5645718277639604E+000        -2.7605249213470604E+001         4.5223158069319132E+000         7.6034484961952487E-001         4.1894406508255493E+000         7.1540563563854498E-001         6.6324209491943552E-005         2.7024278568268206E-001         2.4964256570675818E-003         6.1086876298843684E-003         7.5571687490240347E+000         7.2488993658123779E-001         1.2338652902008638E-002         6.7942344552119049E-001         3.0638598115719295E-001         4.5549721656642478E-005         0.0000000000000000E+000
  296         6.0000000000000000E+000         1.9229187422079367E+001         1.9202613742841795E+001        -2.5855793120360636E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.5963065675597736E+000         4.5956598148267931E+000        -2.7517990299031336E+001         4.5267302662357185E+000         7.6736990349056355E-001         4.1866658720836432E+000         7.1540548149826744E-001         6.6321735329815651E-005         2.7024293583000175E-001         2.4964094820976168E-003         6.1086883866345405E-003         7.5588730783150160E+000         7.1449429178642709E-001         1.2199971223391275E-002         6.7808498331109335E-001         3.0773397570958927E-001         4.6216292204352714E-005         0.0000000000000000E+000
  297         6.0000000000000000E+000         1.9827362784321636E+001         1.9796033852969988E+001        -3.0813503424741393E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.6332809954413481E+000         4.6324931701044738E+000        -2.7411360053784211E+001         4.5319529778612662E+000         7.7541169418025446E-001         4.1838211207665115E+000         7.1540528543372472E-001         6.6317193707701133E-005         2.7024312732260763E-001         2.4963781429805363E-003         6.1086876345755837E-003         7.5609741945023821E+000         7.0278188624435622E-001         1.2038772200383250E-002         6.7692093628060057E-001         3.0890440957515530E-001         4.6816497938206706E-005         0.0000000000000000E+000
  298         6.0000000000000000E+000         2.0414976453095001E+001         2.0378235975385977E+001        -3.6777159341893520E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.6672098727864482E+000         4.6670381740876365E+000        -2.7313315653758686E+001         4.5366708231620905E+000         7.8294044225115633E-001         4.1811052797553305E+000         7.1540511335831602E-001         6.6311178223420921E-005         2.7024329612682985E-001         2.4963330183035322E-003         6.1086833190744285E-003         7.5628851200655935E+000         6.9199341303246187E-001         1.1896060512681293E-002         6.7549359975039613E-001         3.1034093760269210E-001         4.7500008581564064E-005         0.0000000000000000E+000
  299         6.0000000000000000E+000         2.0957911573245255E+001         2.0915658930050810E+001        -4.2767918241100924E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.6976551981078885E+000         4.6973237097836176E+000        -2.7228300050153784E+001         4.5408371385884614E+000         7.8983047405913531E-001         4.1784698839382663E+000         7.1540493973857888E-001         6.6303684645042460E-005         2.7024346691009826E-001         2.4962722387730524E-003         6.1086745707721862E-003         7.5645396279891051E+000         6.8216266392679925E-001         1.1770384321182999E-002         6.7405816611380598E-001         3.1178558264411649E-001         4.8168423845423091E-005         0.0000000000000000E+000
  300         6.0000000000000000E+000         2.1527301076544124E+001         2.1478917583806783E+001        -4.9082865596483874E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.7296537900699978E+000         4.7287837308791083E+000        -2.7139228458303990E+001         4.5451996975204043E+000         7.9710465217630633E-001         4.1756034717576256E+000         7.1540471381320181E-001         6.6293172449965329E-005         2.7024368934052040E-001         2.4961809459170792E-003         6.1086583414298110E-003         7.5662698944482170E+000         6.7184960247834447E-001         1.1638856753418653E-002         6.7250613664824677E-001         3.1334707153959773E-001         4.8849893668130545E-005         0.0000000000000000E+000
  301         6.0000000000000000E+000         2.2112113294080174E+001         2.2056840332908202E+001        -5.6099623854815507E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.7618185700927498E+000         4.7608318340100100E+000        -2.7047940821619740E+001         4.5495900285554427E+000         8.0440638011760346E-001         4.1727889158229470E+000         7.1540442098450896E-001         6.6279119752590365E-005         2.7024397779406917E-001         2.4960480054510717E-003         6.1086291935507648E-003         7.5680405068538539E+000         6.6159228749459165E-001         1.1507652476786041E-002         6.7093448391933952E-001         3.1492774540211793E-001         4.9533763132259386E-005         0.0000000000000000E+000
  302         6.0000000000000000E+000         2.2816602631001899E+001         2.2751597760781543E+001        -6.6977528901242991E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.7970195862895046E+000         4.7960688345636662E+000        -2.6946774323505537E+001         4.5543983523788754E+000         8.1239024056911546E-001         4.1699850393918041E+000         7.1540399503168273E-001         6.6259296666357147E-005         2.7024439752529827E-001         2.4958339512905245E-003         6.1085687216736999E-003         7.5700262369911435E+000         6.5065205495311407E-001         1.1368402474660365E-002         6.6949731025203174E-001         3.1637179296739654E-001         5.0170946877922332E-005         0.0000000000000000E+000
  303         6.0000000000000000E+000         2.3558584537117241E+001         2.3482650126498484E+001        -7.8589698098536779E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.8341668558331730E+000         4.8331981121268459E+000        -2.6839212823968477E+001         4.5594956073029840E+000         8.2076936549273216E-001         4.1670811278065116E+000         7.1540334552848495E-001         6.6232001384934104E-005         2.7024503749688983E-001         2.4955137781367404E-003         6.1084654929863813E-003         7.5721415468073650E+000         6.3920690513879008E-001         1.1221178631900992E-002         6.6807857545187976E-001         3.1779638292752083E-001         5.0795442184074415E-005         0.0000000000000000E+000
  304         6.0000000000000000E+000         2.4292139260789966E+001         2.4204191950953838E+001        -9.1558724815572460E-008         0.0000000000000000E+000         0.0000000000000000E+000         4.8694238015745510E+000         4.8687944406929660E+000        -2.6735762078316252E+001         4.5643034676668242E+000         8.2878211763574339E-001         4.1642992864164672E+000         7.1540242432606793E-001         6.6198813055900227E-005         2.7024594520834055E-001         2.4950807933282783E-003         6.1083035615061496E-003         7.5741696924455901E+000         6.2847409975403368E-001         1.1084136986780638E-002         6.6664969728459511E-001         3.1923110639049701E-001         5.1382423175616460E-005         0.0000000000000000E+000
  305         6.0000000000000000E+000         2.5060398930809612E+001         2.4958257462555416E+001        -1.0730163287427241E-007         0.0000000000000000E+000         0.0000000000000000E+000         4.9038043730261824E+000         4.9027747690806436E+000        -2.6638623780537941E+001         4.5688550892684008E+000         8.3686916015840329E-001         4.1612833691484878E+000         7.1540104673367799E-001         6.6158049534599945E-005         2.7024730312574397E-001         2.4944816677708722E-003         6.1080442058354736E-003         7.5760661087196866E+000         6.1777318909326184E-001         1.0955127664635075E-002         6.6493286548064079E-001         3.2095584663801258E-001         5.2059429038697037E-005         0.0000000000000000E+000
  306         6.0000000000000000E+000         2.5826320366662916E+001         2.5709084795068197E+001        -1.2322854833390565E-007         0.0000000000000000E+000         0.0000000000000000E+000         4.9381519447815938E+000         4.9368605140123902E+000        -2.6540326634684835E+001         4.5734147975167936E+000         8.4492352953932293E-001         4.1582801302055259E+000         7.1539904583864034E-001         6.6107405766293269E-005         2.7024927730332204E-001         2.4936791581069862E-003         6.1076619595137127E-003         7.5779823743321106E+000         6.0718680286077087E-001         1.0826472799971329E-002         6.6321836783887411E-001         3.2267761561148162E-001         5.2712952205335745E-005         0.0000000000000000E+000
  307         6.0000000000000000E+000         2.9711513690840711E+001         2.9493064760091748E+001        -2.3472034792022079E-007         0.0000000000000000E+000         0.0000000000000000E+000         5.0897503930920145E+000         5.0888815767981077E+000        -2.6100924630017015E+001         4.5932568454261240E+000         8.8103865787587277E-001         4.1456671764665334E+000         7.1537095199985856E-001         6.5714619107266133E-005         2.7027708759336744E-001         2.4852586313861276E-003         6.1022410915816247E-003         7.5865169853790126E+000         5.6122802894381785E-001         1.0289145087684934E-002         6.5480424927105951E-001         3.3112351042918081E-001         5.5659727366294972E-005         0.0000000000000000E+000
  308         6.0000000000000000E+000         3.0674487269458975E+001         3.0424581417662218E+001        -2.6999083667114080E-007         0.0000000000000000E+000         0.0000000000000000E+000         5.1230252383749857E+000         5.1222716794018286E+000        -2.6003803530186467E+001         4.5975374231841046E+000         8.8911492500139799E-001         4.1429443986921726E+000         7.1535655996457503E-001         6.5578666039848302E-005         2.7029137489321065E-001         2.4817146709751698E-003         6.0995254680263570E-003         7.5883990618081860E+000         5.5126781058144192E-001         1.0176775069486161E-002         6.5278282346151650E-001         3.3315158255222382E-001         5.6293921979841504E-005         0.0000000000000000E+000
  309         6.0000000000000000E+000         3.1665374962184160E+001         3.1380659765581228E+001        -3.0829432107466608E-007         0.0000000000000000E+000         0.0000000000000000E+000         5.1563010459128193E+000         5.1555354340978568E+000        -2.5906992971187332E+001         4.6017821198120847E+000         8.9726343551435239E-001         4.1401615497820998E+000         7.1533726009570087E-001         6.5420112168317285E-005         2.7031055896578360E-001         2.4773283769621663E-003         6.0959453017395146E-003         7.5902683633080184E+000         5.4128047136346935E-001         1.0066071176326272E-002         6.5060942385522325E-001         3.3533206730831822E-001         5.6959957209085562E-005         0.0000000000000000E+000
  310         6.0000000000000000E+000         3.2770897674629751E+001         3.2443718929899788E+001        -3.5564514763352724E-007         0.0000000000000000E+000         0.0000000000000000E+000         5.1912236041584467E+000         5.1906646723676877E+000        -2.5804292628933297E+001         4.6061122505359231E+000         9.0606445318949114E-001         4.1369656755521964E+000         7.1530912009290482E-001         6.5220252376279166E-005         2.7033855589410055E-001         2.4713722589247353E-003         6.0907969742499176E-003         7.5922303355802363E+000         5.3079384929918549E-001         9.9534891389261391E-003         6.4793423475675271E-001         3.3801638275538798E-001         5.7723814002941789E-005         0.0000000000000000E+000
  311         6.0000000000000000E+000         3.3939930156645090E+001         3.3564503798816659E+001        -4.0809239064824605E-007         0.0000000000000000E+000         0.0000000000000000E+000         5.2270503144857443E+000         5.2267707474316625E+000        -2.5698336392143581E+001         4.6104602576692058E+000         9.1528179408657517E-001         4.1334409856035039E+000         7.1527067680208034E-001         6.4978244563633492E-005         2.7037684313688759E-001         2.4637894783127857E-003         6.0838921944288537E-003         7.5942329045545964E+000         5.1996287197034752E-001         9.8404025783781126E-003         6.4478769309753770E-001         3.4117371724343559E-001         5.8606072913001538E-005         0.0000000000000000E+000
  312         6.0000000000000000E+000         3.5707347765575811E+001         3.5250655177666438E+001        -4.9999743410766243E-007         0.0000000000000000E+000         0.0000000000000000E+000         5.2777921962230305E+000         5.2774926707819532E+000        -2.5549202869311806E+001         4.6168322172942302E+000         9.2790881570516937E-001         4.1294129055123623E+000         7.1519268943419101E-001         6.4559885445259434E-005         2.7045462204167031E-001         2.4498166809687793E-003         6.0702349386438622E-003         7.5971503715191373E+000         5.0528843630986853E-001         9.6790016444567566E-003         6.4190757197002790E-001         3.4405868450238342E-001         5.9393548179370039E-005         0.0000000000000000E+000
  313         6.0000000000000000E+000         3.6920188429617880E+001         3.6404024837248237E+001        -5.7674131294697040E-007         0.0000000000000000E+000         0.0000000000000000E+000         5.3079084726221977E+000         5.3076845947415547E+000        -2.5460897369109283E+001         4.6204564200210330E+000         9.3571854845114633E-001         4.1268450433095571E+000         7.1512833863680036E-001         6.4246164635797611E-005         2.7051885957667998E-001         2.4389845824142023E-003         6.0591693181234127E-003         7.5988630687458123E+000         4.9649214341277864E-001         9.5881664277490484E-003         6.3982990091431624E-001         3.4614087459509707E-001         5.9936305104188703E-005         0.0000000000000000E+000
  314         6.0000000000000000E+000         3.8030896929629243E+001         3.7456574650597013E+001        -6.5141359625267120E-007         0.0000000000000000E+000         0.0000000000000000E+000         5.3340496855071358E+000         5.3339625188188506E+000        -2.5383740252656100E+001         4.6235184452571119E+000         9.4266510442145890E-001         4.1244548172619568E+000         7.1505701515217279E-001         6.3927084094388882E-005         2.7059011282737327E-001         2.4276624504230948E-003         6.0471215002670786E-003         7.6003409540145448E+000         4.8878922173960454E-001         9.5117129897118128E-003         6.3768021862913149E-001         3.4829606465561724E-001         6.0468137009860642E-005         0.0000000000000000E+000
  315         6.0000000000000000E+000         3.9164493507358145E+001         3.8527033205117220E+001        -7.2856818683021056E-007         0.0000000000000000E+000         0.0000000000000000E+000         5.3606871085935222E+000         5.3607446374194474E+000        -2.5304790465855010E+001         4.6266368142210847E+000         9.4974707803670633E-001         4.1220037441041528E+000         7.1496890302884386E-001         6.3563130700971734E-005         2.7067820091663475E-001         2.4144762950811809E-003         6.0325338569599419E-003         7.6018498075831040E+000         4.8095520777797895E-001         9.4340413010036636E-003         6.3542472889166213E-001         3.5055702378362774E-001         6.1025379796583559E-005         0.0000000000000000E+000
  316         6.0000000000000000E+000         4.0322623512424308E+001         3.9616560082889919E+001        -8.0848255881790667E-007         0.0000000000000000E+000         0.0000000000000000E+000         5.3878756486948074E+000         5.3879641806146719E+000        -2.5224096934765178E+001         4.6298316402815249E+000         9.5695169596646612E-001         4.1195315095295495E+000         7.1486047613223935E-001         6.3148926144175767E-005         2.7078667064773537E-001         2.3991928803636688E-003         6.0149649431624867E-003         7.6033938766421425E+000         4.7299032682954867E-001         9.3546628069131367E-003         6.3314139991083185E-001         3.5284532565423160E-001         6.1570205000464380E-005         0.0000000000000000E+000
  317         6.0000000000000000E+000         4.1503776837605706E+001         4.0723344158759481E+001        -8.9105146579751566E-007         0.0000000000000000E+000         0.0000000000000000E+000         5.4155544878059008E+000         5.4157467345888541E+000        -2.5141070688606920E+001         4.6330949088129483E+000         9.6426457845916813E-001         4.1170484163203067E+000         7.1472807194196664E-001         6.2680272218932579E-005         2.7091920896475485E-001         2.3816257802866019E-003         5.9939966749743261E-003         7.6049803568362577E+000         4.6493065655764576E-001         9.2738925609153304E-003         6.3077825939824339E-001         3.5521325054090758E-001         6.2101315405573289E-005         0.0000000000000000E+000
  318         6.0000000000000000E+000         4.2699840117471645E+001         4.1839438838262936E+001        -9.7538856347936700E-007         0.0000000000000000E+000         0.0000000000000000E+000         5.4434717147690463E+000         5.4437225231585007E+000        -2.5056991575865005E+001         4.6363705560303430E+000         9.7167189750595007E-001         4.1144961736226247E+000         7.1456880518511290E-001         6.2156921551941399E-005         2.7107872671017347E-001         2.3617396371355057E-003         5.9693739588110480E-003         7.6065780967345464E+000         4.5676898067389715E-001         9.1928077202213868E-003         6.2823104115490980E-001         3.5776561931870104E-001         6.2666609343538625E-005         0.0000000000000000E+000
  319         6.0000000000000000E+000         4.3934244737867871E+001         4.2986192093554699E+001        -1.0633705204427095E-006         0.0000000000000000E+000         0.0000000000000000E+000         5.4722198517884779E+000         5.4725324125046484E+000        -2.4969799104971504E+001         4.6397501766996498E+000         9.7928672467705336E-001         4.1118851543882835E+000         7.1437434534235100E-001         6.1563184932509539E-005         2.7127359299439846E-001         2.3389086629309747E-003         5.9400638101081973E-003         7.6082315776381044E+000         4.4839519952660362E-001         9.1094826027282721E-003         6.2553623362205557E-001         3.6046550378808678E-001         6.3243163342392459E-005         0.0000000000000000E+000
  320         6.0000000000000000E+000         4.5819526401395670E+001         4.4723309255800793E+001        -1.2211804482234908E-006         0.0000000000000000E+000         0.0000000000000000E+000         5.5113877325249554E+000         5.5117556832143295E+000        -2.4851038199124964E+001         4.6442541617613369E+000         9.8986269492191614E-001         4.1083276303440206E+000         7.1389568122422653E-001         6.0402060596488495E-005         2.7175388406790030E-001         2.2944065005569845E-003         5.8763027867665598E-003         7.6104919516075684E+000         4.3708762882405050E-001         8.9991123014364661E-003         6.2189075294670371E-001         3.6411660409087709E-001         6.3971635862249167E-005         0.0000000000000000E+000
  321         6.0000000000000000E+000         4.9101867648456434E+001         4.7731750539533266E+001        -1.5459540696859318E-006         0.0000000000000000E+000         0.0000000000000000E+000         5.5690725169595403E+000         5.5695008395446006E+000        -2.4677662901363561E+001         4.6506062363577669E+000         1.0060009379463506E+000         4.1030019341503081E+000         7.1274834026436928E-001         5.7965907593669861E-005         2.7290583578308308E-001         2.2021591362436487E-003         5.7346200413231361E-003         7.6138207199038970E+000         4.2061214136593417E-001         8.8443151456273818E-003         6.1676753932359640E-001         3.6924550189042393E-001         6.4921854617607473E-005         0.0000000000000000E+000
  322         6.0000000000000000E+000         5.4431562350441340E+001         5.2571197624572882E+001        -2.0838799491358531E-006         0.0000000000000000E+000         0.0000000000000000E+000         5.6625177179959136E+000         5.6629940263252712E+000        -2.4392942379065364E+001         4.6608891437288795E+000         1.0321577237223121E+000         4.0941786105707676E+000         7.1037250976415356E-001         5.3495176728394094E-005         2.7529191255147406E-001         2.0322584319836402E-003         5.4593436043656341E-003         7.6192652794221534E+000         3.9416253256967027E-001         8.5957723364379016E-003         6.0795248441790106E-001         3.7806850916319967E-001         6.6419759128342736E-005         0.0000000000000000E+000
  323         6.0000000000000000E+000         5.4634069957143119E+001         5.2755414881553826E+001        -2.1042403366136342E-006         0.0000000000000000E+000         0.0000000000000000E+000         5.6660745970766770E+000         5.6665533954482017E+000        -2.4382065543387487E+001         4.6612793462183895E+000         1.0331557582836732E+000         4.0938365610195735E+000         7.1028559252539625E-001         5.3328404913944315E-005         2.7537920153039069E-001         2.0259271908417854E-003         5.4491693652836534E-003         7.6194730440761962E+000         3.9315747476696350E-001         8.5863513649474272E-003         6.0761280160092557E-001         3.7840848752390166E-001         6.6476407133946828E-005         0.0000000000000000E+000
  324         6.0000000000000000E+000         6.8663724511247551E+001         6.5188340822382401E+001        -3.8558773727724833E-006         0.0000000000000000E+000         0.0000000000000000E+000         5.8549989825103399E+000         5.8553620609006227E+000        -2.3821461234208044E+001         4.6829807036280151E+000         1.0842152361812516E+000         4.0836572877799657E+000         6.9844967451140827E-001         3.9620239710678096E-005         2.8726704236676881E-001         1.5154921398595040E-003         4.4547857203908400E-003         7.6304073623006641E+000         3.4103647799449216E-001         8.1134086255212519E-003         5.9198443708575188E-001         3.9404029209875019E-001         6.8894788055127537E-005         0.0000000000000000E+000
  325         6.0000000000000000E+000         6.8727588147567900E+001         6.5243915729178667E+001        -3.8648227529922790E-006         0.0000000000000000E+000         0.0000000000000000E+000         5.8557497875325639E+000         5.8561124521733365E+000        -2.3819273383164870E+001         4.6830692385072279E+000         1.0844135689339387E+000         4.0836379789437123E+000         6.9838308879711986E-001         3.9549163093680851E-005         2.8733392239272409E-001         1.5128658420167714E-003         4.4494554163966383E-003         7.6304497410203345E+000         3.4082552945627131E-001         8.1115783546950593E-003         5.9191705862577293E-001         3.9410772829184693E-001         6.8906657360824812E-005         0.0000000000000000E+000
  326         6.0000000000000000E+000         6.8791492460409430E+001         6.5299512827889970E+001        -3.8737758156777518E-006         0.0000000000000000E+000         0.0000000000000000E+000         5.8565010135390487E+000         5.8568632631324844E+000        -2.3817085061169863E+001         4.6831579051105861E+000         1.0846118487304650E+000         4.0836189793132922E+000         6.9831630039211545E-001         3.9477932899110286E-005         2.8740100603220198E-001         1.5102339217396843E-003         4.4441113461324167E-003         7.6304921316452567E+000         3.4061444557588161E-001         8.1097461082175956E-003         5.9184975061551570E-001         3.9417509418975949E-001         6.8918538914925550E-005         0.0000000000000000E+000
  327         6.0000000000000000E+000         1.0007735812933565E+002         9.0605858415312213E+001        -9.9444465857289954E-006         0.0000000000000000E+000         0.0000000000000000E+000         6.1260920966113153E+000         6.1262432585221704E+000        -2.3058922048403200E+001         4.7197138672812153E+000         1.1462954659253408E+000         4.1026974861864858E+000         6.2279106757426073E-001         2.7766219287358630E-006         3.6317937008399365E-001         1.7010155630361142E-004         8.9311361094089299E-004         7.6454492568230989E+000         2.6572237086027589E-001         7.4893082852125073E-003         5.6990338428044529E-001         4.1613692305882655E-001         7.2907680834008351E-005         0.0000000000000000E+000
  328         6.0000000000000000E+000         1.0014085201171399E+002         9.0654843691745612E+001        -9.9588674938274675E-006         0.0000000000000000E+000         0.0000000000000000E+000         6.1264993634465146E+000         6.1266502340664069E+000        -2.3057741158962813E+001         4.7197612246389244E+000         1.1464043846275214E+000         4.1027082105641490E+000         6.2267825393922605E-001         2.7579434147635312E-006         3.6329246767875700E-001         1.6943483714225124E-004         8.9006394492172937E-004         7.6454718275000335E+000         2.6560780047581573E-001         7.4884619301534361E-003         5.6985738723280932E-001         4.1618295722425763E-001         7.2914622031389206E-005         0.0000000000000000E+000
